제작사,차명,생산시작,생산종료,리콜사유,대수,제조사,리콜일
비엠더블유코리아,K1300R,08.11.4,11.4.5,플라스틱 구조의 연료펌프 테두리가 노후화 되어 작은 응력균열이 발생 할 수 있으며 점점 커질 경우 휘발유 냄새를 동반한 미량의 휘발유가 새어 나 올 수 있음,NA,BMW,2014-06-05
비엠더블유코리아,K1300GT,08.11.21,10.9.10,플라스틱 구조의 연료펌프 테두리가 노후화 되어 작은 응력균열이 발생 할 수 있으며 점점 커질 경우 휘발유 냄새를 동반한 미량의 휘발유가 새어 나 올 수 있음,NA,BMW,2014-06-05
비엠더블유코리아,K1200R,05.4.4,08.3.13,플라스틱 구조의 연료펌프 테두리가 노후화 되어 작은 응력균열이 발생 할 수 있으며 점점 커질 경우 휘발유 냄새를 동반한 미량의 휘발유가 새어 나 올 수 있음,NA,BMW,2014-06-05
비엠더블유코리아,K1200RSport,07.5.21,07.6.25,플라스틱 구조의 연료펌프 테두리가 노후화 되어 작은 응력균열이 발생 할 수 있으며 점점 커질 경우 휘발유 냄새를 동반한 미량의 휘발유가 새어 나 올 수 있음,NA,BMW,2014-06-05
비엠더블유코리아,K1200GT,06.3.13,08.5.22,플라스틱 구조의 연료펌프 테두리가 노후화 되어 작은 응력균열이 발생 할 수 있으며 점점 커질 경우 휘발유 냄새를 동반한 미량의 휘발유가 새어 나 올 수 있음,NA,BMW,2014-06-05
비엠더블유코리아,K1600GTL,11.3.7,11.3.22,플라스틱 구조의 연료펌프 테두리가 노후화 되어 작은 응력균열이 발생 할 수 있으며 점점 커질 경우 휘발유 냄새를 동반한 미량의 휘발유가 새어 나 올 수 있음,NA,BMW,2014-06-05
비엠더블유코리아,R1200GS,12.11.15,13.06.21,"기어박스 내의 오일압력이 최대치에 이를경우, 그 압력의 힘으로 인해 오일 샤프트 씰이 제위치에서 밀려나와 오일이 새어 나올 수 가능성이 있음",NA,BMW,2014-07-04
비엠더블유코리아,C600S,12.03.23,13.12.05,"체인텐셔너 내부의 스프링을 고정하는 장치가 경우에 따라 비정상저인 마모가 진행될 수 있으며, 이러한 경우 텐셔너가 그 고유의 장력을 잃을 수 있습니다. 이는 엔진 구동용 캠축을 구동하게 하는 체인이 제 위치를 이탈하게 하여 인젠의 흡배기 밸브에 추가적인 손상을 줄수 있으며 이는 엔진의 시동성을 떨어뜨리고, 경우에따라 시동일 꺼질수 있음",NA,BMW,2014-08-20
비엠더블유코리아,C650GT,12.07.09,13.12.06,"체인텐셔너 내부의 스프링을 고정하는 장치가 경우에 따라 비정상저인 마모가 진행될 수 있으며, 이러한 경우 텐셔너가 그 고유의 장력을 잃을 수 있습니다. 이는 엔진 구동용 캠축을 구동하게 하는 체인이 제 위치를 이탈하게 하여 인젠의 흡배기 밸브에 추가적인 손상을 줄수 있으며 이는 엔진의 시동성을 떨어뜨리고, 경우에따라 시동일 꺼질수 있음",NA,BMW,2014-08-20
비엠더블유코리아,R1200RT,13.11.27,14.05.28,뒤쪽 ESA 서스펜션의 피스톤로드가 고장이 발생하여 유압의 힘을 충분히 받지 못 할 경우 주행 중 타이어가 머다 가드에 닿을 수 있는 문제 발생,NA,BMW,2014-08-20
비엠더블유코리아,S 1000 RR,09.11.10,14.05.27,타이어의 벨트 또는 트레드가 분리 되는 현상이 발생할 가능성이 있음,NA,BMW,2014-12-12
비엠더블유코리아,K 1300 S,09.02.09,14.07.22,타이어의 벨트 또는 트레드가 분리 되는 현상이 발생할 가능성이 있음,NA,BMW,2014-12-12
비엠더블유코리아,K 1300 R,09.01.30,14.07.25,타이어의 벨트 또는 트레드가 분리 되는 현상이 발생할 가능성이 있음,NA,BMW,2014-12-12
비엠더블유코리아,S 1000 R,14.01.16,14.05.21,트림패널 사이드 파트 접합 부의 접착력이 충분하지 않음,NA,BMW,2014-11-14
비엠더블유코리아,S 1000 R,14.03.19,14.04.30,흡기밸브 부품의 강도가 표준사양보다 약하게 제작 되어 엔진손상을 발생시킴,NA,BMW,2014-11-14
혼다코리아(주),BENLY110,12.3.7,13.11.12,"연료호스의 배치가 부적절하여 주변 부품과 간섭발생, 마찰에 의해 연료호스가 손상되어 연료가 누출될 가능성이 있음",NA,혼다,2014-04-03
혼다코리아(주),CBR500R,13.3.15,13.8.1,일부 로커암 샤프트 실링볼트가 비지정된 물질로 코팅처리됨 엔진열간시 실링볼트가 풀림에 따라 엔진오일이 누유되거나 로커암샤프트가 이탈되어 주행중 시동이 꺼질 수 있음,NA,혼다,2014-02-24
혼다코리아(주),CB500X,13.6.3,13.6.17,일부 로커암 샤프트 실링볼트가 비지정된 물질로 코팅처리됨 엔진열간시 실링볼트가 풀림에 따라 엔진오일이 누유되거나 로커암샤프트가 이탈되어 주행중 시동이 꺼질 수 있음,NA,혼다,2014-02-24
혼다코리아(주),FORZA,13.06.12,14.07.04,연료펌프 제작결함으로 연료 공급 중단으로 초기시동이 불가하거나 주행중 시동이 꺼질수 있음,NA,혼다,2014-12-10
혼다코리아(주),MSX125,13.04.03,14.10.01,연료펌프 제작결함으로 연료 공급 중단으로 초기시동이 불가하거나 주행중 시동이 꺼질수 있음,NA,혼다,2014-12-10
혼다코리아(주),FSH125,13.08.26,14.04.22,연료펌프 제작결함으로 연료 공급 중단으로 초기시동이 불가하거나 주행중 시동이 꺼질수 있음,NA,혼다,2014-12-10
혼다코리아(주),GL1800,14.04.18,14.09.29,LCD 패널의 마이크로컴퓨터 내부 회로의 오류로 인한 키온 상태에서도 LCD 패널이 표지 되지 않을 수 있음,NA,혼다,2014-12-23
혼다코리아(주),GL1800 F6B,14.09.03,NA,LCD 패널의 마이크로컴퓨터 내부 회로의 오류로 인한 키온 상태에서도 LCD 패널이 표지 되지 않을 수 있음,NA,혼다,2014-12-23
기흥모터스,FXSB,12.3.20,14.3.10,주유 경고등이 연료가 다 사용되었음에도 작동하지 않아 주행 중 예기치 않게 시동이 꺼질 가능성이 있음,NA,애스턴마틴,2014-05-01
기흥모터스,FXSBSE,12.3.20,14.3.10,주유 경고등이 연료가 다 사용되었음에도 작동하지 않아 주행 중 예기치 않게 시동이 꺼질 가능성이 있음,NA,애스턴마틴,2014-05-01
기흥모터스,"FLHRC(로드킹클래식)
FLHTCU TC(울트라클래식)
FLHTK(울트라리미티드)
FLHTP(일렉트라 글라이드 폴리스)
FLHX(스크리트 글라이드)
FLHTKSE(울트라 리미티드 CVO)
FLHRSE(로드킹 CVO)",2013.07.01,2014.05.07,2014년식 투어링 모델 ABS모델의 프론트 브레이크 라인 배열의 고정이 잘못되어 브레이크 라인에 필요 이상의 압력이 가해 질수 있음,NA,애스턴마틴,2014-07-01
기흥모터스,DYNA LOW RIDER,14.01.06,14.06.19,이그니션 스위치 브라켓의 문제로 인하여 엔진 고회전주행시 스위치가 움직여 시동이 꺼질 수 있는 가능성 발견,NA,애스턴마틴,2014-09-01
기흥모터스,"FLHTCU TC(울트라클래식)
FLHTK(울트라리미티드)
FLHTP(일렉트라 글라이드 폴리스)
FLHX(스크리트 글라이드)
FLHTKSE(울트라 리미티드 CVO)
FLSTNSE(소프테일 디럭스 CVO)
FXSBSE(소프테일 브레이크 아웃 CVO)",13.03.25,14.08.20,유압클러치 부품의 문제로 인하여 클러치 조작시 동력차단이 부정확 해지는 문제를 야기할 수있음,NA,애스턴마틴,2014-10-31
기흥모터스,FLS(소프테일 슬림),14.10.03,?,프로그램 오류로 전방 턴시그널이 정상 작동하지 않을 수 있는 가능성 발견,NA,애스턴마틴,2014-12-31
(유)모터로싸,1199 Panigale,12.06.26,12.06.27,왼쪽 스위치 하우징 버튼으로 여러가지 전기 장치들의 신호를 동시에 여러 개 입력할 경우에 내부 회로에 과부하가 걸리게 됨 자체적으로 내부 회로를 보호하기 위하여 대쉬보드 소프트웨어는 안전모드로 전환되므로 안전모드 상태에서는 일부 전기장치 작동이 불가함,NA,두카티,2014-05-12
(유)모터로싸,1199 Panigale ABS,12.04.20,12.12.22,왼쪽 스위치 하우징 버튼으로 여러가지 전기 장치들의 신호를 동시에 여러 개 입력할 경우에 내부 회로에 과부하가 걸리게 됨 자체적으로 내부 회로를 보호하기 위하여 대쉬보드 소프트웨어는 안전모드로 전환되므로 안전모드 상태에서는 일부 전기장치 작동이 불가함,NA,두카티,2014-05-12
(유)모터로싸,1199 Panigale s,12.03.14,12.11.22,왼쪽 스위치 하우징 버튼으로 여러가지 전기 장치들의 신호를 동시에 여러 개 입력할 경우에 내부 회로에 과부하가 걸리게 됨 자체적으로 내부 회로를 보호하기 위하여 대쉬보드 소프트웨어는 안전모드로 전환되므로 안전모드 상태에서는 일부 전기장치 작동이 불가함,NA,두카티,2014-05-12
(유)모터로싸,1199 Panigale s Tricolore,12.05.24,12.07.20,왼쪽 스위치 하우징 버튼으로 여러가지 전기 장치들의 신호를 동시에 여러 개 입력할 경우에 내부 회로에 과부하가 걸리게 됨 자체적으로 내부 회로를 보호하기 위하여 대쉬보드 소프트웨어는 안전모드로 전환되므로 안전모드 상태에서는 일부 전기장치 작동이 불가함,NA,두카티,2014-05-12
(유)모터로싸,1199 Panigale R,13.02.25,NA,왼쪽 스위치 하우징 버튼으로 여러가지 전기 장치들의 신호를 동시에 여러 개 입력할 경우에 내부 회로에 과부하가 걸리게 됨 자체적으로 내부 회로를 보호하기 위하여 대쉬보드 소프트웨어는 안전모드로 전환되므로 안전모드 상태에서는 일부 전기장치 작동이 불가함,NA,두카티,2014-05-12
(유)모터로싸,DIAVEL,11.05.25,13.02.12,차량 진동으로 인하여 번호판 홀더 마운트 부분에 크랙이 생길수 있으며 이 사실을 인지하지 못하고 계속 주행 할 경우 번호판 홀더 자체가 떨어져 나갈수 있음,NA,두카티,2014-11-03
(유)모터로싸,DIVEL CARBON,11.03.26,13.07.01,차량 진동으로 인하여 번호판 홀더 마운트 부분에 크랙이 생길수 있으며 이 사실을 인지하지 못하고 계속 주행 할 경우 번호판 홀더 자체가 떨어져 나갈수 있음,NA,두카티,2014-11-03
(유)모터로싸,DIAVEL CROMO,12.04.26,12.10.26,차량 진동으로 인하여 번호판 홀더 마운트 부분에 크랙이 생길수 있으며 이 사실을 인지하지 못하고 계속 주행 할 경우 번호판 홀더 자체가 떨어져 나갈수 있음,NA,두카티,2014-11-03
(유)모터로싸,DIAVEL AMG,12.04.30,12.06.20,차량 진동으로 인하여 번호판 홀더 마운트 부분에 크랙이 생길수 있으며 이 사실을 인지하지 못하고 계속 주행 할 경우 번호판 홀더 자체가 떨어져 나갈수 있음,NA,두카티,2014-11-03
(유)모터로싸,DIAVEL DARK,12.01.24,13.07.22,차량 진동으로 인하여 번호판 홀더 마운트 부분에 크랙이 생길수 있으며 이 사실을 인지하지 못하고 계속 주행 할 경우 번호판 홀더 자체가 떨어져 나갈수 있음,NA,두카티,2014-11-03
(유)모터로싸,DIAVEL STRIPE,13.02.23,NA,차량 진동으로 인하여 번호판 홀더 마운트 부분에 크랙이 생길수 있으며 이 사실을 인지하지 못하고 계속 주행 할 경우 번호판 홀더 자체가 떨어져 나갈수 있음,NA,두카티,2014-11-03
브이엠케이,VESPA PX125,12.02.09,,안장손잡이 부분 리벳 및 체결 볼트의 내구성이 제작사 내부 기준에 적합하지 않음,NA,기타,2014-06-10
브이엠케이,VESPA 946 125,13.09.10,,연료파이프 구조 결함으로 인해 파이프가 파열되어 연료 공급 라인에서 연료가 누출될 수 있으며 이로인해 시동정지 및 화재유발의 가능성이 있음,NA,기타,2014-08-13
브이엠케이,"VESPA LX 125 3V, S 125 3V, LXV 125 3V",13.07,09,연료파이프의 구조적 결함으로 인해 파이프가 파손될수 있으며 파이프 파손시 연료 누유로 인한 시동정지의 가능성이 있음,NA,기타,2014-10-01
기아자동차,봉고3 1.2톤,2007-12-03,2013-12-01,제동시 제동력려과 차량하중에 의해 판스프링 변형 및 드래그 링크와 너클암 연결부의 궤적 편차로 앞바퀴 방향 변화 발생,47347,기아차,2015-02-17
기아자동차,쏘울,2013-10-16,2015-01-08,과도한 힘으로 가속페달 밟을 시 손상 가능성이 있는 결함 발견,6374,기아차,2015-03-13
기아자동차,쏘울,2014-01-18,2015-09-30,조향핸들 축 끝에 장착된 작은 톱니바퀴(피니언)를 고정하는 볼트(플러그)가 풀려 조향 시 소음이 발생하거나 조향성능을 저하시킬 수 있는 가능성,6565,기아차,2015-11-23
르노삼성자동차,SM5,2013-10-21,2014-06-03,내리막 저속 주행 중 kph 근방에서 브레이크 제동시에 엔진시동꺼짐이 발생할 수 있는 가능성 발견,2625,르노삼성,2015-01-30
르노삼성자동차,SM5,2013-04-30,2014-03-03,연료압력 센서의 불충분한 조임력으로 주행 시 엔진 진동등으로 추가적인 출력저하가 발생하고 심한경우 연료 누유가능성 발견,4499,르노삼성,2015-01-30
르노삼성자동차,SM3,2002-02-07,2003-02-07,앞열 우측좌석 에어백(다카타社)이 전개 될 때 에어백 부품(인플레이터)의 일부가 파손되면서 운전자에게 상해를 입힐 가능성,4418,르노삼성,2015-12-28
르노삼성자동차,SM3,2009-04-23,2015-06-15,좌측 엔진마운트 볼트의 조임 부족으로 인한 볼트 밀림이 발견되어 이를 계속 방치할 경우 엔진 처짐 가능성,185182,르노삼성,2015-08-14
르노삼성자동차,SM5,2009-08-12,2015-06-15,좌측 엔진마운트 볼트의 조임 부족으로 인한 볼트 밀림이 발견되어 이를 계속 방치할 경우 엔진 처짐 가능성,206871,르노삼성,2015-08-14
르노삼성자동차,QM5 디젤,2013-08-09,2015-07-06,연료 파이프 굴곡부와 엔진 상부 커버의 간섭으로 마모가 발생하여 연료가 누유되고 화재가 발생할 가능성,10237,르노삼성,2015-12-30
한국지엠,크루즈,2014-12-09,2014-12-17,조수석 내부 중공형 드라이브 샤프트의 열처리 과정에서 냉각수 누수로 인해 의도하지 않은 부분에 분사되어 해당 부분이 재질 경도가 규정된 값보다 낮게 가공되어 충분한 내구성이 확보되지 않아 파손될 가능성이 발견,48,지엠대우,2015-01-23
한국지엠,라세티프리미어,2008-10-13,2011-02-07,전륜 브레이크 호스 중 한쪽에서 누유가 될 경우 잠재적으로 제동 성능 저하로 인해 제동거리가 길어 질수 있음,84516,지엠대우,2015-02-26
한국지엠,크루즈,2011-02-08,2013-05-24,전륜 브레이크 호스 중 한쪽에서 누유가 될 경우 잠재적으로 제동 성능 저하로 인해 제동거리가 길어 질수 있음,10964,지엠대우,2015-02-26
한국지엠,올란도,2010-10-19,2011-05-24,전륜 브레이크 호스 중 한쪽에서 누유가 될 경우 잠재적으로 제동 성능 저하로 인해 제동거리가 길어 질수 있음,4505,지엠대우,2015-02-26
한국지엠,말리부,2011-10-18,2014-11-13,뒷좌석 안전벨크 버클이 고정 부위로부터 분리될 가능성 발견,46408,지엠대우,2015-03-06
한국지엠,알페온,2010-08-09,2014-11-13,뒷좌석 안전벨크 버클이 고정 부위로부터 분리될 가능성 발견,32207,지엠대우,2015-03-06
한국지엠,라보,2014-08-27,2015-01-06,자기인증표시 상의 후륜 타이어 공기압 정보 누락,103,지엠대우,2015-04-03
